04-29-2025 23:12:48.430,-,API,"White Antenna,0013A20041067F53,XBee PRO 900HP 10K,1075,COM11 - 9600/8/N/1/N,8,35"
04-29-2025 23:11:36.900,82,RECV,7E0084900013A2004182CCB2FFFE42322C342C31382C34322C31322C32343836342C312E37362C322E31382C392E36392C2D302E30312C2D302E30332C302E33302C312E37372C322E32322C392E33382C302E31312C2D302E31302C2D302E30362C302E39392C302E36322C2D302E31392C2D342E31322D2C2D2C2D2C2D2C2D2C2D2C2D2C2D0AD5
04-29-2025 23:11:39.714,83,RECV,7E0084900013A2004182CCB2FFFE42322C342C31382C34322C31342C3633373836342C312E39332C322E35382C392E33392C302E31352C302E31382C302E30362C312E38362C322E34342C392E33312C302E31322C2D302E31312C2D302E30372C302E39382C2D302E33312C2D322E30362C2D322E35302D2C2D2C2D2C2D2C2D2C2D2C2D2C2D0ABF
04-29-2025 23:11:40.801,84,RECV,7E0061900013A2004182CCB2FFFE42322C342C31382C34322C31342C3636303835302C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C412C323830332E393731372C4E2C30383232352E303230342C570A5C
04-29-2025 23:11:41.248,85,RECV,7E0061900013A2004182CCB2FFFE42322C342C31382C34322C31362C3732383836362C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C412C323830332E393732362C4E2C30383232352E303230342C570A4E
04-29-2025 23:11:42.146,86,RECV,7E0084900013A2004182CCB2FFFE42322C342C31382C34322C31362C3736323833332C312E35362C322E32322C392E33342C2D302E31302C302E30302C2D302E30352C312E36362C322E32332C392E34302C302E31312C2D302E31302C2D302E30392C302E39392C312E36322C302E38382C2D302E33372D2C2D2C2D2C2D2C2D2C2D2C2D2C2D0AD4
04-29-2025 23:11:42.528,87,RECV,7E0061900013A2004182CCB2FFFE42322C342C31382C34322C31362C3738373438332C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D39312E37382C32342E35362C3130323035332E34302C2D2C2D2C2D2C2D2C2D0AB2
04-29-2025 23:11:42.993,88,RECV,7E0061900013A2004182CCB2FFFE42322C342C31382C34322C31372C3234343836362C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C412C323830332E393732362C4E2C30383232352E303230342C570A54
04-29-2025 23:11:43.618,89,RECV,7E0084900013A2004182CCB2FFFE42322C342C31382C34322C31372C3238373834332C312E37372C322E33362C392E34362C302E31302C302E30332C302E30342C312E36372C322E32342C392E33392C302E31312C2D302E31302C2D302E30392C302E39392C2D302E31392C2D302E36322C2D302E35302D2C2D2C2D2C2D2C2D2C2D2C2D2C2D0AC5
04-29-2025 23:11:44.387,90,RECV,7E0061900013A2004182CCB2FFFE42322C342C31382C34322C31382C3739383836362C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C412C323830332E393732362C4E2C30383232352E303230342C570A45
04-29-2025 23:11:45.344,91,RECV,7E0061900013A2004182CCB2FFFE42322C342C31382C34322C31392C3534343836342C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D39312E37362C32342E35342C3130323035322E39352C2D2C2D2C2D2C2D2C2D0AB0
04-29-2025 23:11:45.871,92,RECV,7E0061900013A2004182CCB2FFFE42322C342C31382C34322C32302C3634363836352C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D39312E37322C32342E35342C3130323035322E35312C2D2C2D2C2D2C2D2C2D0AC0
04-29-2025 23:11:46.558,93,RECV,7E0061900013A2004182CCB2FFFE42322C342C31382C34322C32312C3734383836342C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D39312E37362C32342E35342C3130323035322E36302C2D2C2D2C2D2C2D2C2D0AB9
04-29-2025 23:11:47.133,94,RECV,7E0061900013A2004182CCB2FFFE42322C342C31382C34322C32312C3930333836362C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C412C323830332E393732362C4E2C30383232352E303230342C570A57
04-29-2025 23:11:47.855,95,RECV,7E0061900013A2004182CCB2FFFE42322C342C31382C34322C32332C3937313836332C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D39312E38322C32342E35342C3130323035332E34392C2D2C2D2C2D2C2D2C2D0AB5
04-29-2025 23:11:49.315,96,RECV,7E0083900013A2004182CCB2FFFE42322C342C31382C34322C32342C39383836372C332E39322C302E37342C382E35392C2D302E33332C2D302E31352C2D302E31382C342E32362C302E38392C382E37382C302E30322C2D302E32332C2D302E31322C302E39372C332E38372C312E32352C302E38382D2C2D2C2D2C2D2C2D2C2D2C2D2C2D0ACA
04-29-2025 23:11:49.393,97,RECV,7E0061900013A2004182CCB2FFFE42322C342C31382C34322C32342C3438383836312C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C412C323830332E393732352C4E2C30383232352E303230352C570A51
04-29-2025 23:11:50.018,98,RECV,7E0061900013A2004182CCB2FFFE42322C342C31382C34322C32342C3534323835352C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D39312E38352C32342E35352C3130323035342E34302C2D2C2D2C2D2C2D2C2D0ABD
04-29-2025 23:11:50.723,99,RECV,7E0084900013A2004182CCB2FFFE42322C342C31382C34322C32342C3632303836332C342E30332C302E39342C382E39322C2D302E34352C2D302E31332C302E32312C342E34362C312E30322C382E36372C302E30332C2D302E32342C2D302E31302C302E39362C352E31322C2D312E33312C352E31322D2C2D2C2D2C2D2C2D2C2D2C2D2C2D0AD8
04-29-2025 23:11:51.806,100,RECV,7E0061900013A2004182CCB2FFFE42322C342C31382C34322C32372C3539373836362C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C412C323830332E393732352C4E2C30383232352E303230352C570A48
04-29-2025 23:11:57.248,101,RECV,7E0061900013A2004182CCB2FFFE42322C342C31382C34322C33312C3230313836352C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D39312E37342C32342E36302C3130323035332E36332C2D2C2D2C2D2C2D2C2D0AC8
04-29-2025 23:11:58.348,102,RECV,7E0083900013A2004182CCB2FFFE42322C342C31382C34322C33312C3435303836352C322E35322C302E39372C392E35352C302E30302C2D302E31322C302E31342C322E35332C312E31302C392E34312C302E30342C2D302E31342C2D302E31322C302E39382C2D302E38312C342E36392C332E32352D2C2D2C2D2C2D2C2D2C2D2C2D2C2D0AFE
04-29-2025 23:12:06.407,103,RECV,7E005C900013A2004182CCB2FFFE42322C342C31382C34322C34312C37333836322C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2D2C2C412A36300D0A2C4E2C30383232352E303230382C570AB3
